Periode;tsel_area;tsel_regional;tsel_branch;sto;reference_for_counting;reason_of_reference;Duration_Hours;SLA_Status
202603;AREA 3;JATIM;SIDOARJO;TPO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;PBL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;PBL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;KRZ;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;KRZ;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;LAMONGAN;GSK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;KRZ;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;KRZ;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;MJT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;LAMONGAN;LMG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;MJT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;SIDOARJO;GDW;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;LAMONGAN;BBE;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;PBL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;PAE;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;MJT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PURWOKERTO;AJB;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;SURABAYA;JGR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;KDI;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;SIDOARJO;PSN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PURWOKERTO;AJB;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;LAMONGAN;BJN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;LAMONGAN;GSK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;LAMONGAN;TNZ;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;NJK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;NJK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;LAMONGAN;PAD;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;SEMARANG;BAN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;LAMONGAN;KRK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PURWOKERTO;PWT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;SBI;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;SURAKARTA;PEN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;BALINUSRA;KUPANG;KPN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;MJT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;NJK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;TRE;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;PRJ;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;BALINUSRA;FLORES;MMR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;MNZ;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;NJK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MALANG;GDG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;WRJ;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;SEMARANG;PAT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;BALINUSRA;KUPANG;OSP;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;BALINUSRA;KUPANG;BEN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;BALINUSRA;KUPANG;KPN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;NJK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;NJK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;SIT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;BWG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PURWOKERTO;SUK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;KBS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PURWOKERTO;CLC;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;SURAKARTA;SRG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;WAT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;BALINUSRA;DENPASAR;SGR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;JER;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;JER;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;KBR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,13;Comply
202603;AREA 3;JATENG;PURWOKERTO;CLC;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PURWOKERTO;CLC;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;SIDOARJO;GRA;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PURWOKERTO;CLC;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PURWOKERTO;PWT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;SIDOARJO;BNL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;BALINUSRA;DENPASAR;TBN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;KDI;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;NDL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PURWOKERTO;KRY;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PURWOKERTO;KRY;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;YOGYAKARTA;PGR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;TRE;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;SEMARANG;MJP;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;LAMONGAN;GSK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;NDL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PURWOKERTO;KRY;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;GEN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;BALINUSRA;MATARAM;MTR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;LAMONGAN;BBE;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;BALINUSRA;FLORES;MMR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;TGU;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;YOGYAKARTA;BTL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PURWOKERTO;PWT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;YOGYAKARTA;WTS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MALANG;TUL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;LAMONGAN;BPG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PEKALONGAN;KDW;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;BWG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PURWOKERTO;PWT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;SIT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;SEMARANG;KUD;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;SIDOARJO;TOS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;SEMARANG;SLI;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;NDL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PURWOKERTO;AJB;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;SURABAYA;DMO;PI;tanggal_manja kosong → pakai date_pi_startwork (durasi negatif di-clamp ke 0 = Comply);0,52;Comply
202603;AREA 3;JATENG;YOGYAKARTA;PGR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;NDL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MALANG;BLB;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;BALINUSRA;DENPASAR;TBN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;SURABAYA;JGR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;SURABAYA;JGR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;YOGYAKARTA;KLS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;SIDOARJO;BNL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);3,93;Comply
202603;AREA 3;JATIM;MADIUN;NDL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;YOGYAKARTA;SMN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;SURAKARTA;KAR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PURWOKERTO;KRY;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;SIDOARJO;TPO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;YOGYAKARTA;KEN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;LAMONGAN;CRM;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MALANG;KPO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MALANG;KEP;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);2,62;Comply
202603;AREA 3;JATENG;YOGYAKARTA;WTS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;YOGYAKARTA;PGR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;SIDOARJO;TPO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;YOGYAKARTA;BTL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;NDL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PURWOKERTO;KRY;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;KBS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;NDL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MALANG;MLG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);2,60;Comply
202603;AREA 3;JATIM;LAMONGAN;BDG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;YOGYAKARTA;KBU;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;MNZ;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;PURWOKERTO;KRY;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;JEMBER;ASB;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MALANG;BRG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;SIDOARJO;TPO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;BALINUSRA;DENPASAR;TBN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;SURABAYA;DMO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;YOGYAKARTA;PGR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;PNG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MALANG;TUL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);2,82;Comply
202603;AREA 3;JATIM;MALANG;TUL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;PPR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);5,93;Comply
202603;AREA 3;JATENG;YOGYAKARTA;WTS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;BALINUSRA;DENPASAR;KNT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;NDL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);3,28;Comply
202603;AREA 3;JATIM;MADIUN;KAA;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MALANG;GDG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATENG;YOGYAKARTA;KBU;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202603;AREA 3;JATIM;MADIUN;KDI;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
